id,time_stamp,income
394856,2017-12,55103
394856,2018-03,55455
394856,2018-06,55806
394856,2018-09,56158
394856,2018-12,56510
394347,1979-03,17097
394347,1979-06,17419
394347,1979-09,17787
394347,1979-12,18160
394347,1980-03,18627
394347,1980-06,19015
394347,1980-09,19296
394347,1980-12,19559
394347,1981-03,19930
394347,1981-06,20221
394347,1981-09,20610
394347,1981-12,20964
394347,1982-03,21354
394347,1982-06,21590
394347,1982-09,21926
394347,1982-12,22320
394347,1983-03,22831
394347,1983-06,23362
394347,1983-09,23863
394347,1983-12,24328
394347,1984-03,24964
394347,1984-06,25548
394347,1984-09,26189
394347,1984-12,26822
394347,1985-03,27498
394347,1985-06,27982
394347,1985-09,28441
394347,1985-12,28895
394347,1986-03,29596
394347,1986-06,30135
394347,1986-09,30678
394347,1986-12,31135
394347,1987-03,31717
394347,1987-06,32169
394347,1987-09,32533
394347,1987-12,32841
394347,1988-03,33251
394347,1988-06,33560
394347,1988-09,33881
394347,1988-12,34311
394347,1989-03,34841
394347,1989-06,35144
394347,1989-09,35211
394347,1989-12,34996
394347,1990-03,35068
394347,1990-06,35088
394347,1990-09,35357
394347,1990-12,35571
394347,1991-03,35741
394347,1991-06,35886
394347,1991-09,36020
394347,1991-12,36091
394347,1992-03,36313
394347,1992-06,36591
394347,1992-09,36985
394347,1992-12,37432
394347,1993-03,37843
394347,1993-06,38231
394347,1993-09,38459
394347,1993-12,38706
394347,1994-03,39024
394347,1994-06,39588
394347,1994-09,40083
394347,1994-12,40622
394347,1995-03,41159
394347,1995-06,41573
394347,1995-09,41895
394347,1995-12,42213
394347,1996-03,42712
394347,1996-06,43325
394347,1996-09,44003
394347,1996-12,44793
394347,1997-03,45517
394347,1997-06,46109
394347,1997-09,46599
394347,1997-12,46922
394347,1998-03,47713
394347,1998-06,48495
394347,1998-09,49477
394347,1998-12,50298
394347,1999-03,51201
394347,1999-06,51807
394347,1999-09,52082
394347,1999-12,52134
394347,2000-03,52660
394347,2000-06,53250
394347,2000-09,53657
394347,2000-12,53709
394347,2001-03,53751
394347,2001-06,53659
394347,2001-09,53494
394347,2001-12,53339
394347,2002-03,53084
394347,2002-06,52929
394347,2002-09,52598
394347,2002-12,52411
394347,2003-03,52231
394347,2003-06,52148
394347,2003-09,52208
394347,2003-12,52440
394347,2004-03,52764
394347,2004-06,53164
394347,2004-09,53630
394347,2004-12,54223
394347,2005-03,54741
394347,2005-06,55221
394347,2005-09,55561
394347,2005-12,56121
394347,2006-03,56818
394347,2006-06,57473
394347,2006-09,57946
394347,2006-12,58497
394347,2007-03,59123
394347,2007-06,59768
394347,2007-09,60027
394347,2007-12,59972
